ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,,,Wooden Cot with Swinging Cradle,1,0,visible,,<p><span style='font-weight: 400;'>A Baby cot offers a perfectly comfortable and safe space for babies to catch their baby slumber. The Baby Bucket Wooden Cot with Swinging Cradle is an </span><span style='font-weight: 400;'>affordable baby cot</span><span style='font-weight: 400;'> that helps babies sleep safely in a cot or cradle as and when required. The Swinging cradle provides a rocking motion that helps babies sleep deeper. The cot and cradle come with wheels that can lock when stationary and can be released when needs to be transported. The Cot and cradle come with mosquito nets to protect from flying insects. The Wooden cot is an amazing addition to your or your baby's bedroom. </span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cute Baby Cot and Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with safety wheel locking</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be transported easily</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with mosquito net</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be attached to bed safely</span></li></ul><p data-mce-fragment='1'><strong>Size:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cot Size: </span><span style='font-weight: 400;'>L115 x W68  x H 98cm</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Cradle Size: L 100 X W 50 X H 45 cm</span></li></ul><p data-mce-fragment='1'><span style='font-weight: 400;'><strong>Age:</strong> 0 to 6 years (upto 30kgs)</span></p><p data-mce-fragment='1'><strong>Wash Care:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be cleaned easily with damp cloth</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Use multipurpose cleaner for stains</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Clean with mild cleaners only</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Cot</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Swinging Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Mosquito Net</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,12575,21315,"Daily Essentials > Wooden cot,Daily Essentials,Daily Essentials > Wooden cot",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/9V7A8593_4cb8d8f5-cc7e-44b6-b446-b7f34a48dc25.jpg?v=1675344302,,,,,,,,,0,,,,,,,,
,,,Wooden Cot with Swinging Cradle,1,0,visible,,<p><span style='font-weight: 400;'>A Baby cot offers a perfectly comfortable and safe space for babies to catch their baby slumber. The Baby Bucket Wooden Cot with Swinging Cradle is an </span><span style='font-weight: 400;'>affordable baby cot</span><span style='font-weight: 400;'> that helps babies sleep safely in a cot or cradle as and when required. The Swinging cradle provides a rocking motion that helps babies sleep deeper. The cot and cradle come with wheels that can lock when stationary and can be released when needs to be transported. The Cot and cradle come with mosquito nets to protect from flying insects. The Wooden cot is an amazing addition to your or your baby's bedroom. </span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cute Baby Cot and Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with safety wheel locking</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be transported easily</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with mosquito net</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be attached to bed safely</span></li></ul><p data-mce-fragment='1'><strong>Size:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cot Size: </span><span style='font-weight: 400;'>L115 x W68  x H 98cm</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Cradle Size: L 100 X W 50 X H 45 cm</span></li></ul><p data-mce-fragment='1'><span style='font-weight: 400;'><strong>Age:</strong> 0 to 6 years (upto 30kgs)</span></p><p data-mce-fragment='1'><strong>Wash Care:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be cleaned easily with damp cloth</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Use multipurpose cleaner for stains</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Clean with mild cleaners only</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Cot</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Swinging Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Mosquito Net</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,12575,21315,"Daily Essentials > Wooden cot,Daily Essentials,Daily Essentials > Wooden cot",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/9V7A8595_37039fb5-0384-416e-9ae4-c9c33abd1c26.jpg?v=1675344302,,,,,,,,,0,,,,,,,,
,,,Wooden Cot with Swinging Cradle,1,0,visible,,<p><span style='font-weight: 400;'>A Baby cot offers a perfectly comfortable and safe space for babies to catch their baby slumber. The Baby Bucket Wooden Cot with Swinging Cradle is an </span><span style='font-weight: 400;'>affordable baby cot</span><span style='font-weight: 400;'> that helps babies sleep safely in a cot or cradle as and when required. The Swinging cradle provides a rocking motion that helps babies sleep deeper. The cot and cradle come with wheels that can lock when stationary and can be released when needs to be transported. The Cot and cradle come with mosquito nets to protect from flying insects. The Wooden cot is an amazing addition to your or your baby's bedroom. </span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cute Baby Cot and Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with safety wheel locking</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be transported easily</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with mosquito net</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be attached to bed safely</span></li></ul><p data-mce-fragment='1'><strong>Size:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cot Size: </span><span style='font-weight: 400;'>L115 x W68  x H 98cm</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Cradle Size: L 100 X W 50 X H 45 cm</span></li></ul><p data-mce-fragment='1'><span style='font-weight: 400;'><strong>Age:</strong> 0 to 6 years (upto 30kgs)</span></p><p data-mce-fragment='1'><strong>Wash Care:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be cleaned easily with damp cloth</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Use multipurpose cleaner for stains</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Clean with mild cleaners only</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Cot</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Swinging Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Mosquito Net</span></li></ul>,,,taxable,,0,,,0,0,,,,,1,,12575,21315,"Daily Essentials > Wooden cot,Daily Essentials,Daily Essentials > Wooden cot",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/9V7A8597_4eca7035-7bd2-4c5b-8593-c87e7c5e5f5f.jpg?v=1675344302,,,,,,,,,0,,,,,,,,
,,,Wooden Cot with Swinging Cradle,1,0,visible,,<p><span style='font-weight: 400;'>A Baby cot offers a perfectly comfortable and safe space for babies to catch their baby slumber. The Baby Bucket Wooden Cot with Swinging Cradle is an </span><span style='font-weight: 400;'>affordable baby cot</span><span style='font-weight: 400;'> that helps babies sleep safely in a cot or cradle as and when required. The Swinging cradle provides a rocking motion that helps babies sleep deeper. The cot and cradle come with wheels that can lock when stationary and can be released when needs to be transported. The Cot and cradle come with mosquito nets to protect from flying insects. The Wooden cot is an amazing addition to your or your baby's bedroom. </span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cute Baby Cot and Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with safety wheel locking</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be transported easily</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with mosquito net</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be attached to bed safely</span></li></ul><p data-mce-fragment='1'><strong>Size:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cot Size: </span><span style='font-weight: 400;'>L115 x W68  x H 98cm</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Cradle Size: L 100 X W 50 X H 45 cm</span></li></ul><p data-mce-fragment='1'><span style='font-weight: 400;'><strong>Age:</strong> 0 to 6 years (upto 30kgs)</span></p><p data-mce-fragment='1'><strong>Wash Care:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be cleaned easily with damp cloth</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Use multipurpose cleaner for stains</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Clean with mild cleaners only</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Cot</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Swinging Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Mosquito Net</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,12575,21315,"Daily Essentials > Wooden cot,Daily Essentials,Daily Essentials > Wooden cot",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/9V7A8598_fd49e822-5aa3-4e60-aa6d-2339cdd86148.jpg?v=1675344302,,,,,,,,,0,,,,,,,,
,,,Wooden Cot with Swinging Cradle,1,0,visible,,<p><span style='font-weight: 400;'>A Baby cot offers a perfectly comfortable and safe space for babies to catch their baby slumber. The Baby Bucket Wooden Cot with Swinging Cradle is an </span><span style='font-weight: 400;'>affordable baby cot</span><span style='font-weight: 400;'> that helps babies sleep safely in a cot or cradle as and when required. The Swinging cradle provides a rocking motion that helps babies sleep deeper. The cot and cradle come with wheels that can lock when stationary and can be released when needs to be transported. The Cot and cradle come with mosquito nets to protect from flying insects. The Wooden cot is an amazing addition to your or your baby's bedroom. </span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cute Baby Cot and Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with safety wheel locking</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be transported easily</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with mosquito net</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be attached to bed safely</span></li></ul><p data-mce-fragment='1'><strong>Size:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cot Size: </span><span style='font-weight: 400;'>L115 x W68  x H 98cm</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Cradle Size: L 100 X W 50 X H 45 cm</span></li></ul><p data-mce-fragment='1'><span style='font-weight: 400;'><strong>Age:</strong> 0 to 6 years (upto 30kgs)</span></p><p data-mce-fragment='1'><strong>Wash Care:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be cleaned easily with damp cloth</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Use multipurpose cleaner for stains</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Clean with mild cleaners only</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Cot</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Swinging Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Mosquito Net</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,12575,21315,"Daily Essentials > Wooden cot,Daily Essentials,Daily Essentials > Wooden cot",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/IMGL8752_084134e9-4a79-4067-907d-da39ff388b4a.jpg?v=1675344302,,,,,,,,,0,,,,,,,,
,,,Wooden Cot with Swinging Cradle,1,0,visible,,<p><span style='font-weight: 400;'>A Baby cot offers a perfectly comfortable and safe space for babies to catch their baby slumber. The Baby Bucket Wooden Cot with Swinging Cradle is an </span><span style='font-weight: 400;'>affordable baby cot</span><span style='font-weight: 400;'> that helps babies sleep safely in a cot or cradle as and when required. The Swinging cradle provides a rocking motion that helps babies sleep deeper. The cot and cradle come with wheels that can lock when stationary and can be released when needs to be transported. The Cot and cradle come with mosquito nets to protect from flying insects. The Wooden cot is an amazing addition to your or your baby's bedroom. </span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cute Baby Cot and Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with safety wheel locking</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be transported easily</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with mosquito net</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be attached to bed safely</span></li></ul><p data-mce-fragment='1'><strong>Size:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cot Size: </span><span style='font-weight: 400;'>L115 x W68  x H 98cm</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Cradle Size: L 100 X W 50 X H 45 cm</span></li></ul><p data-mce-fragment='1'><span style='font-weight: 400;'><strong>Age:</strong> 0 to 6 years (upto 30kgs)</span></p><p data-mce-fragment='1'><strong>Wash Care:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be cleaned easily with damp cloth</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Use multipurpose cleaner for stains</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Clean with mild cleaners only</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Cot</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Swinging Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Mosquito Net</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,12575,21315,"Daily Essentials > Wooden cot,Daily Essentials,Daily Essentials > Wooden cot",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/IMGL8756_2f821834-11a1-4c50-85b3-d3ab57007f1a.jpg?v=1675344302,,,,,,,,,0,,,,,,,,
,,,Wooden Cot with Swinging Cradle,1,0,visible,,<p><span style='font-weight: 400;'>A Baby cot offers a perfectly comfortable and safe space for babies to catch their baby slumber. The Baby Bucket Wooden Cot with Swinging Cradle is an </span><span style='font-weight: 400;'>affordable baby cot</span><span style='font-weight: 400;'> that helps babies sleep safely in a cot or cradle as and when required. The Swinging cradle provides a rocking motion that helps babies sleep deeper. The cot and cradle come with wheels that can lock when stationary and can be released when needs to be transported. The Cot and cradle come with mosquito nets to protect from flying insects. The Wooden cot is an amazing addition to your or your baby's bedroom. </span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cute Baby Cot and Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with safety wheel locking</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be transported easily</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with mosquito net</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be attached to bed safely</span></li></ul><p data-mce-fragment='1'><strong>Size:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cot Size: </span><span style='font-weight: 400;'>L115 x W68  x H 98cm</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Cradle Size: L 100 X W 50 X H 45 cm</span></li></ul><p data-mce-fragment='1'><span style='font-weight: 400;'><strong>Age:</strong> 0 to 6 years (upto 30kgs)</span></p><p data-mce-fragment='1'><strong>Wash Care:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be cleaned easily with damp cloth</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Use multipurpose cleaner for stains</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Clean with mild cleaners only</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Cot</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Swinging Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Mosquito Net</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,12575,21315,"Daily Essentials > Wooden cot,Daily Essentials,Daily Essentials > Wooden cot",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/IMGL8758_15c5a556-2db7-4633-b92a-689cfb5f5008.jpg?v=1675344302,,,,,,,,,0,,,,,,,,
,,,Wooden Cot with Swinging Cradle,1,0,visible,,<p><span style='font-weight: 400;'>A Baby cot offers a perfectly comfortable and safe space for babies to catch their baby slumber. The Baby Bucket Wooden Cot with Swinging Cradle is an </span><span style='font-weight: 400;'>affordable baby cot</span><span style='font-weight: 400;'> that helps babies sleep safely in a cot or cradle as and when required. The Swinging cradle provides a rocking motion that helps babies sleep deeper. The cot and cradle come with wheels that can lock when stationary and can be released when needs to be transported. The Cot and cradle come with mosquito nets to protect from flying insects. The Wooden cot is an amazing addition to your or your baby's bedroom. </span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cute Baby Cot and Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with safety wheel locking</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be transported easily</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with mosquito net</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be attached to bed safely</span></li></ul><p data-mce-fragment='1'><strong>Size:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cot Size: </span><span style='font-weight: 400;'>L115 x W68  x H 98cm</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Cradle Size: L 100 X W 50 X H 45 cm</span></li></ul><p data-mce-fragment='1'><span style='font-weight: 400;'><strong>Age:</strong> 0 to 6 years (upto 30kgs)</span></p><p data-mce-fragment='1'><strong>Wash Care:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be cleaned easily with damp cloth</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Use multipurpose cleaner for stains</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Clean with mild cleaners only</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Cot</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Swinging Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Mosquito Net</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,12575,21315,"Daily Essentials > Wooden cot,Daily Essentials,Daily Essentials > Wooden cot",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/9V7A8601_182beac9-080c-4d50-ba70-c7efb6b0da15.jpg?v=1675344302,,,,,,,,,0,,,,,,,,
,,,Full Sleeves Sweater for Girls,1,0,visible,,"<p>Keep your little one cozy and stylish with this adorable Baby Girl Long Sleeve Sweater featuring a front button design. Crafted with soft and gentle materials, this sweater is perfect for chilly days and will keep your baby warm and comfortable.</p><p><strong>Features: </strong></p><ul><li>Front button closure for easy dressing</li><li>Soft and gentle materials for baby's delicate skin</li><li>Long sleeves to keep baby warm</li><li>Stylish design for a cute and fashionable look</li></ul><p><strong>Wash care instructions: </strong></p><ul><li>Wash dark colors separately</li><li>Use mild baby detergent</li><li>Iron on low heat</li></ul><p><strong>Items included in the package:</strong></p><ul><li>1 Full Sleeved sweater</li></ul>",,,taxable,,1,,,0,0,,,,,1,,1080,1350,"Clothes > Girls, Clothes, Clothes > Girls > Sweater",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/files/1_99024d44-d2f5-4f1d-a8c8-d8d88ed07e27.jpg?v=1691157439,,,,,,,,,0,,,,,,,,
,,,Full Sleeves Sweater for Girls,1,0,visible,,"<p>Keep your little one cozy and stylish with this adorable Baby Girl Long Sleeve Sweater featuring a front button design. Crafted with soft and gentle materials, this sweater is perfect for chilly days and will keep your baby warm and comfortable.</p><p><strong>Features: </strong></p><ul><li>Front button closure for easy dressing</li><li>Soft and gentle materials for baby's delicate skin</li><li>Long sleeves to keep baby warm</li><li>Stylish design for a cute and fashionable look</li></ul><p><strong>Wash care instructions: </strong></p><ul><li>Wash dark colors separately</li><li>Use mild baby detergent</li><li>Iron on low heat</li></ul><p><strong>Items included in the package:</strong></p><ul><li>1 Full Sleeved sweater</li></ul>",,,taxable,,1,,,0,0,,,,,1,,1080,1350,"Clothes > Girls, Clothes, Clothes > Girls > Sweater",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/files/2_85ba85fc-f330-4c00-84d1-b06fe8b647d5.jpg?v=1691157438,,,,,,,,,0,,,,,,,,
,,,Full Sleeves Sweater for Girls,1,0,visible,,"<p>Keep your little one cozy and stylish with this adorable Baby Girl Long Sleeve Sweater featuring a front button design. Crafted with soft and gentle materials, this sweater is perfect for chilly days and will keep your baby warm and comfortable.</p><p><strong>Features: </strong></p><ul><li>Front button closure for easy dressing</li><li>Soft and gentle materials for baby's delicate skin</li><li>Long sleeves to keep baby warm</li><li>Stylish design for a cute and fashionable look</li></ul><p><strong>Wash care instructions: </strong></p><ul><li>Wash dark colors separately</li><li>Use mild baby detergent</li><li>Iron on low heat</li></ul><p><strong>Items included in the package:</strong></p><ul><li>1 Full Sleeved sweater</li></ul>",,,taxable,,1,,,0,0,,,,,1,,1080,1350,"Clothes > Girls, Clothes, Clothes > Girls > Sweater",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/files/3_a03f2245-8329-40d6-a699-16dc9d6161b1.jpg?v=1691157438,,,,,,,,,0,,,,,,,,
,,,Full Sleeves Sweater for Girls,1,0,visible,,"<p>Keep your little one cozy and stylish with this adorable Baby Girl Long Sleeve Sweater featuring a front button design. Crafted with soft and gentle materials, this sweater is perfect for chilly days and will keep your baby warm and comfortable.</p><p><strong>Features: </strong></p><ul><li>Front button closure for easy dressing</li><li>Soft and gentle materials for baby's delicate skin</li><li>Long sleeves to keep baby warm</li><li>Stylish design for a cute and fashionable look</li></ul><p><strong>Wash care instructions: </strong></p><ul><li>Wash dark colors separately</li><li>Use mild baby detergent</li><li>Iron on low heat</li></ul><p><strong>Items included in the package:</strong></p><ul><li>1 Full Sleeved sweater</li></ul>",,,taxable,,1,,,0,0,,,,,1,,1080,1350,"Clothes > Girls, Clothes, Clothes > Girls > Sweater",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/files/4_b23097d8-a08e-4241-960f-10418d364ff6.jpg?v=1691157438,,,,,,,,,0,,,,,,,,
,,,Full Sleeves Sweater for Girls,1,0,visible,,"<p>Keep your little one cozy and stylish with this adorable Baby Girl Long Sleeve Sweater featuring a front button design. Crafted with soft and gentle materials, this sweater is perfect for chilly days and will keep your baby warm and comfortable.</p><p><strong>Features: </strong></p><ul><li>Front button closure for easy dressing</li><li>Soft and gentle materials for baby's delicate skin</li><li>Long sleeves to keep baby warm</li><li>Stylish design for a cute and fashionable look</li></ul><p><strong>Wash care instructions: </strong></p><ul><li>Wash dark colors separately</li><li>Use mild baby detergent</li><li>Iron on low heat</li></ul><p><strong>Items included in the package:</strong></p><ul><li>1 Full Sleeved sweater</li></ul>",,,taxable,,1,,,0,0,,,,,1,,1080,1350,"Clothes > Girls, Clothes, Clothes > Girls > Sweater",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/files/5_47dad249-f9d0-4d5d-9227-e4dea581e6ef.jpg?v=1691157437,,,,,,,,,0,,,,,,,,
,,,Full Sleeves Sweater for Girls,1,0,visible,,"<p>Keep your little one cozy and stylish with this adorable Baby Girl Long Sleeve Sweater featuring a front button design. Crafted with soft and gentle materials, this sweater is perfect for chilly days and will keep your baby warm and comfortable.</p><p><strong>Features: </strong></p><ul><li>Front button closure for easy dressing</li><li>Soft and gentle materials for baby's delicate skin</li><li>Long sleeves to keep baby warm</li><li>Stylish design for a cute and fashionable look</li></ul><p><strong>Wash care instructions: </strong></p><ul><li>Wash dark colors separately</li><li>Use mild baby detergent</li><li>Iron on low heat</li></ul><p><strong>Items included in the package:</strong></p><ul><li>1 Full Sleeved sweater</li></ul>",,,taxable,,1,,,0,0,,,,,1,,1080,1350,"Clothes > Girls, Clothes, Clothes > Girls > Sweater",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/files/6_d5f11cd8-34e6-4000-89ac-7f8ecf932122.jpg?v=1691157438,,,,,,,,,0,,,,,,,,
,,,Full Sleeves hooded Sweater for Girls - 3 - 4 Yr,1,0,visible,,"<p>This adorable baby girls' long sleeve hooded sweater is the perfect addition to your little one's wardrobe. Crafted with comfort and style in mind, it features a front button closure for easy dressing and a cozy hood to keep your baby warm during chilly days. The sweater comes in a delightful design that complements any outfit, making it a versatile and charming choice for everyday wear.</p><p><strong>Features: </strong></p><ul><li>Long sleeve hooded sweater for baby girls.</li><li>Front button closure for easy dressing.</li><li>Cozy and comfortable design.</li><li>Versatile and adorable, perfect for everyday wear.</li></ul><p><strong>Wash care instructions: </strong></p><ul><li>Wash dark colors separately</li><li>Use mild baby detergent</li><li>Iron on low heat</li></ul><p><strong>Items included in the package:</strong></p><ul><li>1 F</li></ul>",,,taxable,,1,,,0,0,,,,,1,,1160,1450,"Clothes > Girls, Clothes, Clothes > Girls > Sweater",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/files/1_41b6813b-67c8-4f70-95f1-f615164fafb7.jpg?v=1691157398,,,,,,,,,0,,,,,,,,
,,,Full Sleeves hooded Sweater for Girls - 3 - 4 Yr,1,0,visible,,"<p>This adorable baby girls' long sleeve hooded sweater is the perfect addition to your little one's wardrobe. Crafted with comfort and style in mind, it features a front button closure for easy dressing and a cozy hood to keep your baby warm during chilly days. The sweater comes in a delightful design that complements any outfit, making it a versatile and charming choice for everyday wear.</p><p><strong>Features: </strong></p><ul><li>Long sleeve hooded sweater for baby girls.</li><li>Front button closure for easy dressing.</li><li>Cozy and comfortable design.</li><li>Versatile and adorable, perfect for everyday wear.</li></ul><p><strong>Wash care instructions: </strong></p><ul><li>Wash dark colors separately</li><li>Use mild baby detergent</li><li>Iron on low heat</li></ul><p><strong>Items included in the package:</strong></p><ul><li>1 F</li></ul>",,,taxable,,1,,,0,0,,,,,1,,1160,1450,"Clothes > Girls, Clothes, Clothes > Girls > Sweater",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/files/2_5051486b-b1fd-4c6c-bc9d-efbf54ff5366.jpg?v=1691157398,,,,,,,,,0,,,,,,,,
